1	2	1.562813215
1	3	2.514501747
2	1	0.009777781
2	6	0.713580889
3	1	0.008030965
3	4	0.003007548
3	12	0.004076403
4	3	0.025520439
4	5	0.05670617
4	11	0.267802382
5	4	0.011204466
5	6	0.207991805
5	9	0.344540859
6	2	2.010367448
6	5	0.533602589
6	8	0.081471103
7	8	0.008266939
7	18	9.10541E-05
8	6	0.580207243
8	7	0.010848283
8	9	0.027904235
8	16	0.033615778
9	5	0.086325693
9	8	0.002031265
9	10	0.024528082
10	9	0.029451874
10	11	0.016820244
10	15	0.052507465
10	16	0.00130613
10	17	0.0050562
11	4	0.27920744
11	10	0.012011558
11	12	0.055957386
11	14	1.005532534
12	3	0.0045972
12	11	0.056365704
12	13	0.001857283
13	12	0.002105966
13	24	1.511600097
14	11	1.011716433
14	15	0.032839454
14	23	0.281603565
15	10	0.051944157
15	14	0.01828078
15	19	0.189353435
15	22	0.085509361
16	8	0.009185513
16	10	0.005039464
16	17	0.011642362
16	18	3.63244E-06
17	10	0.009451829
17	16	0.007746623
17	19	0.09686351
18	7	6.93878E-05
18	16	3.67071E-06
18	20	0.650805624
19	15	0.601603241
19	17	0.09686351
19	20	0.195553557
20	18	0.533744262
20	19	0.230092309
20	21	0.2794267
20	22	0.057060694
21	20	0.207031265
21	22	0.158495021
21	24	0.727649883
22	15	0.159054635
22	20	0.003413486
22	21	0.137303771
22	23	0.226963841
23	14	0.390347508
23	22	0.140676708
23	24	0.141866899
24	13	1.100792895
24	21	0.668502164
24	23	0.129471432
